DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
2001-11-12,1187.76,1188.0,1175.0,1186.6,421452
2001-11-13,1186.99,1193.0,1184.0,1192.79,245754
2001-11-14,1194.72,1210.0,1195.0,1198.59,315737
2001-11-17,1202.45,1202.0,1191.0,1190.86,262403
2001-11-18,1187.76,1193.0,1175.0,1190.86,277471
2001-11-19,1190.86,1195.0,1184.0,1190.86,422986
2001-11-20,1188.54,1190.0,1180.0,1190.08,241997
2001-11-21,1188.15,1191.0,1179.0,1191.24,1090923
2001-11-24,1192.02,1214.0,1192.0,1210.19,658566
2001-11-25,1210.19,1218.0,1208.0,1210.57,920308
2001-11-26,1213.67,1218.0,1210.0,1210.19,444696
2001-11-27,1203.23,1210.0,791.0,1194.72,1095926
2001-11-28,1195.11,1206.0,1187.0,1198.98,874098
2001-12-01,1199.36,1206.0,1195.0,1203.23,766443
2001-12-02,1206.32,1218.0,1203.0,1217.92,628847
2001-12-03,1217.92,1220.0,1215.0,1219.85,866551
2001-12-04,1219.85,1220.0,1218.0,1220.24,894922
2001-12-05,1217.92,1221.0,1218.0,1221.01,633147
2001-12-08,1221.01,1222.0,1214.0,1215.99,425423
2001-12-09,1215.6,1218.0,1203.0,1205.55,362104
2001-12-10,1202.45,1218.0,1201.0,1210.19,464572
2001-12-11,1212.89,1216.0,1208.0,1207.87,497744
2001-12-12,1208.25,1214.0,1207.0,1210.57,412146
2001-12-15,1210.57,1226.0,1211.0,1225.65,744561
2001-12-17,1225.65,1264.0,1226.0,1262.77,1123508
2001-12-18,1267.41,1295.0,1266.0,1275.53,1239887
2001-12-19,1272.05,1276.0,1245.0,1275.92,1468103
2001-12-22,1272.05,1272.0,1260.0,1268.18,577195
2001-12-23,1263.93,1267.0,1256.0,1260.45,450145
2001-12-24,1256.58,1272.0,1257.0,1268.18,608881
2001-12-25,1268.96,1293.0,1268.0,1292.93,739509
2001-12-26,1295.25,1314.0,1295.0,1310.33,1191404
2001-12-29,1314.58,1353.0,1315.0,1353.25,1715314
2001-12-30,1380.31,1380.0,1327.0,1333.91,2012889
2001-12-31,1322.31,1346.0,1295.0,1322.31,1606486
2002-01-21,1121.26,1122.0,1083.0,1106.95,1222890
2002-01-22,1116.62,1141.0,1098.0,1140.98,1662734
2002-01-23,1141.75,1168.0,1142.0,1159.92,2374883
2002-01-26,1159.92,1160.0,1141.0,1155.28,1313520
2002-01-27,1148.33,1150.0,1121.0,1121.26,764984
2002-01-28,1117.78,1129.0,1103.0,1121.26,734974
2002-01-29,1121.26,1125.0,1114.0,1121.26,733603
2002-01-30,1120.87,1125.0,1117.0,1122.03,1533135
2002-02-02,1122.42,1123.0,1114.0,1115.46,1223110
2002-02-03,1114.69,1120.0,1095.0,1115.46,536018
2002-02-04,1115.46,1115.0,1109.0,1113.53,750397
2002-02-05,1113.14,1117.0,1110.0,1117.39,675222
2002-02-06,1117.01,1119.0,1116.0,1117.39,900459
2002-02-09,1118.17,1122.0,1114.0,1121.26,3996809
2002-02-10,1118.55,1125.0,1117.0,1121.26,646228
2002-02-12,1120.49,1121.0,1110.0,1117.39,626989
2002-02-13,1109.66,1114.0,1108.0,1108.11,373525
2002-02-16,1109.66,1113.0,1103.0,1110.05,9103613
2002-02-17,1110.05,1112.0,1106.0,1109.66,441484
2002-02-18,1107.73,1116.0,1108.0,1111.98,840396
2002-02-19,1111.59,1122.0,1112.0,1121.26,2172163
2002-02-20,1121.26,1122.0,1117.0,1121.26,833536
2002-02-24,1121.26,1121.0,1117.0,1120.49,522062
2002-02-25,1120.49,1121.0,1115.0,1120.87,770129
2002-02-26,1119.71,1129.0,1120.0,1125.51,796696
2002-02-27,1126.67,1133.0,1127.0,1129.38,571297
2002-03-02,1128.61,1129.0,1123.0,1125.13,620689
2002-03-04,1125.13,1133.0,1124.0,1131.7,555390
2002-03-05,1131.31,1152.0,1131.0,1148.33,534793
2002-03-06,1148.71,1160.0,1148.0,1158.76,2083575
2002-03-09,1158.38,1172.0,1158.0,1166.88,758677
2002-03-10,1166.88,1183.0,1167.0,1181.19,1710381
2002-03-11,1183.51,1199.0,1183.0,1197.82,982140
2002-03-12,1199.75,1218.0,1197.0,1208.64,1503166
2002-03-13,1208.64,1211.0,1206.0,1206.32,2677654
2002-03-16,1206.32,1208.0,1202.0,1205.93,432265
2002-03-17,1205.16,1206.0,1191.0,1191.24,285183
2002-03-18,1188.54,1189.0,1160.0,1163.79,573742
2002-03-19,1166.11,1190.0,1164.0,1178.87,344096
2002-03-26,1183.12,1208.0,1178.0,1177.71,207413
2002-03-27,1178.1,1199.0,1178.0,1178.1,101886
2002-03-30,1175.78,1182.0,1173.0,1178.1,276633
2002-03-31,1178.87,1179.0,1160.0,1159.92,683672
2002-04-03,1163.4,1168.0,1158.0,1157.99,741307
2002-04-06,1157.99,1158.0,1144.0,1152.19,585277
2002-04-07,1148.33,1152.0,1141.0,1152.19,877444
2002-04-08,1152.19,1185.0,1152.0,1185.06,579582
2002-04-09,1191.63,1210.0,1187.0,1206.32,413241
2002-04-10,1206.32,1230.0,1205.0,1217.92,2469545
2002-04-13,1217.92,1237.0,1199.0,1218.31,3758133
2002-04-14,1219.85,1237.0,1216.0,1218.69,1624205
2002-04-15,1217.92,1231.0,1218.0,1231.45,550729
2002-04-16,1236.87,1257.0,1237.0,1248.47,819550
2002-04-17,1248.47,1257.0,1238.0,1252.72,606547
2002-04-20,1246.92,1251.0,1237.0,1241.12,602339
2002-04-21,1235.32,1237.0,1219.0,1222.95,1877320
2002-04-22,1223.72,1230.0,1224.0,1225.65,494872
2002-04-23,1226.04,1233.0,1226.0,1228.36,515567
2002-04-24,1229.52,1267.0,1230.0,1262.38,585578
2002-04-27,1268.18,1269.0,1234.0,1241.12,430930
2002-04-28,1241.12,1260.0,1241.0,1260.06,418938
2002-04-29,1260.06,1270.0,1245.0,1256.58,3135661
2002-04-30,1256.58,1272.0,1241.0,1271.66,4558006
2002-05-01,1267.41,1273.0,1257.0,1270.12,1431157
2002-05-04,1272.05,1284.0,1262.0,1283.65,654138
2002-05-05,1283.65,1304.0,1269.0,1302.98,2670831
2002-05-06,1306.85,1307.0,1266.0,1283.65,2641809
2002-05-07,1270.12,1288.0,1243.0,1275.92,4916682
2002-05-08,1275.92,1291.0,1276.0,1291.38,412993
2002-05-12,1291.38,1291.0,1273.0,1291.38,409389
2002-05-14,1288.68,1292.0,1272.0,1291.38,744884
2002-05-15,1289.84,1299.0,1269.0,1295.25,4180211
2002-05-18,1295.25,1303.0,1291.0,1299.12,1009573
2002-05-19,1299.12,1303.0,1291.0,1303.37,637544
2002-05-20,1303.37,1315.0,1291.0,1314.97,689962
2002-05-21,1307.62,1334.0,1303.0,1314.58,975464
2002-05-22,1313.81,1314.0,1276.0,1276.3,391374
2002-05-25,1274.76,1275.0,1238.0,1244.99,538869
2002-05-26,1244.99,1252.0,1238.0,1248.85,550611
2002-05-27,1248.85,1261.0,1246.0,1255.04,594886
2002-05-28,1256.58,1282.0,1257.0,1276.69,754180
2002-05-29,1276.69,1288.0,1276.0,1279.78,430856
2002-06-01,1280.17,1288.0,1280.0,1284.04,810540
2002-06-02,1285.58,1295.0,1284.0,1295.25,598193
2002-06-03,1295.25,1299.0,1288.0,1296.02,887303
2002-06-08,1297.18,1299.0,1294.0,1296.8,613551
2002-06-09,1296.8,1307.0,1288.0,1301.82,728549
2002-06-10,1301.82,1315.0,1296.0,1314.58,920842
2002-06-11,1314.58,1315.0,1307.0,1314.19,581700
2002-06-12,1310.71,1318.0,1303.0,1314.97,844676
2002-06-15,1314.58,1315.0,1307.0,1310.71,4472017
2002-06-16,1310.71,1315.0,1306.0,1314.58,875511
2002-06-17,1314.19,1320.0,1313.0,1315.35,808322
2002-06-18,1315.35,1318.0,1313.0,1318.45,825091
2002-06-19,1318.45,1322.0,1315.0,1318.83,677974
2002-06-22,1318.83,1323.0,1318.0,1323.09,681769
2002-06-23,1321.54,1323.0,1317.0,1323.09,1148128
2002-06-24,1322.31,1338.0,1319.0,1326.18,4926039
2002-06-25,1326.18,1338.0,1316.0,1333.91,22595964
2002-06-26,1328.11,1334.0,1327.0,1330.43,582774
2002-06-29,1330.05,1334.0,1326.0,1331.98,909250
2002-06-30,1331.21,1344.0,1330.0,1343.58,1108994
2002-07-01,1333.91,1341.0,1334.0,1340.87,773915
2002-07-02,1339.71,1357.0,1337.0,1354.02,1800220
2002-07-03,1354.41,1365.0,1354.0,1359.04,790936
2002-07-06,1359.04,1368.0,1359.0,1365.23,1024754
2002-07-07,1365.23,1376.0,1365.0,1372.96,1106929
2002-07-08,1374.9,1392.0,1375.0,1391.52,1250947
2002-07-09,1391.91,1431.0,1392.0,1430.57,1213609
2002-07-10,1432.51,1434.0,1396.0,1399.64,1187849
2002-07-13,1399.64,1400.0,1368.0,1380.31,794625
2002-07-14,1372.58,1394.0,1365.0,1394.23,1471975
2002-07-15,1394.23,1411.0,1394.0,1407.37,1886985
2002-07-16,1392.68,1434.0,1393.0,1430.57,8759730
2002-07-29,1213.67,1218.0,1160.0,1191.24,215564
2002-07-30,1191.24,1195.0,1187.0,1190.86,307765
2002-07-31,1190.86,1194.0,1179.0,1183.12,843510
2002-08-03,1179.26,1182.0,1164.0,1163.79,946417
2002-08-04,1163.79,1183.0,1164.0,1177.32,1197942
2002-08-05,1179.26,1185.0,1174.0,1180.03,711696
2002-08-06,1180.03,1187.0,1175.0,1175.39,1245752
2002-08-07,1175.0,1178.0,1160.0,1164.18,779651
2002-08-10,1164.18,1175.0,1164.0,1171.52,1138376
2002-08-11,1171.52,1175.0,1171.0,1172.3,1508704
2002-08-13,1172.3,1173.0,1164.0,1171.52,733307
2002-08-14,1171.52,1173.0,1168.0,1171.52,590134
2002-08-17,1167.66,1172.0,1164.0,1167.66,473477
2002-08-18,1167.27,1168.0,1161.0,1162.24,733106
2002-08-19,1159.92,1168.0,1160.0,1165.72,585400
2002-08-20,1163.02,1164.0,1153.0,1153.35,653317
2002-08-21,1153.35,1155.0,1137.0,1140.59,532142
2002-08-24,1141.37,1168.0,1141.0,1159.92,779929
2002-08-25,1166.88,1168.0,1160.0,1164.56,779434
2002-08-26,1165.72,1168.0,1164.0,1167.66,660014
2002-08-27,1168.82,1170.0,1164.0,1168.43,553226
2002-08-28,1168.43,1173.0,1160.0,1171.52,1068324
2002-08-31,1171.91,1175.0,1168.0,1168.04,797479
2002-09-01,1168.04,1175.0,1168.0,1171.91,766967
2002-09-02,1172.3,1179.0,1172.0,1179.26,650589
2002-09-03,1178.87,1179.0,1156.0,1159.92,499015
2002-09-04,1161.08,1166.0,1141.0,1159.92,419459
2002-09-07,1159.92,1164.0,1160.0,1160.31,666463
2002-09-08,1159.54,1162.0,1159.0,1161.86,2199273
2002-09-09,1160.7,1168.0,1148.0,1159.92,1085314
2002-09-10,1159.54,1165.0,1160.0,1163.79,854068
2002-09-11,1163.4,1164.0,1152.0,1159.92,628003
2002-09-14,1161.08,1168.0,1122.0,1167.66,9891439
2002-09-15,1163.79,1164.0,1156.0,1158.76,450636
2002-09-16,1157.99,1158.0,1146.0,1151.8,252574
2002-09-17,1147.94,1153.0,1137.0,1150.26,835515
2002-09-18,1149.87,1160.0,1141.0,1154.9,549928
2002-09-22,1152.19,1160.0,1151.0,1156.06,1515717
2002-09-23,1156.06,1156.0,1144.0,1152.19,915618
2002-09-24,1149.1,1156.0,1148.0,1156.06,518647
2002-09-25,1155.67,1156.0,1146.0,1152.19,455722
2002-09-28,1151.8,1153.0,1146.0,1148.33,494958
2002-09-29,1146.39,1146.0,1141.0,1146.39,786183
2002-09-30,1147.94,1153.0,1146.0,1148.71,690103
2002-10-01,1149.1,1151.0,1141.0,1151.03,679418
2002-10-02,1149.87,1154.0,1143.0,1153.35,824771
2002-10-06,1153.35,1160.0,1151.0,1156.44,2455598
2002-10-07,1156.44,1158.0,1153.0,1157.99,381698
2002-10-08,1158.38,1160.0,1141.0,1151.8,4898977
2002-10-09,1149.87,1150.0,1133.0,1142.53,2380423
2002-10-12,1142.14,1152.0,1141.0,1144.46,508302
2002-10-13,1144.07,1158.0,1142.0,1156.06,350475
2002-10-14,1160.7,1180.0,1160.0,1179.26,672124
2002-10-15,1181.58,1199.0,1174.0,1178.87,693855
2002-10-16,1175.39,1175.0,1151.0,1159.15,552233
2002-10-19,1158.76,1166.0,1159.0,1162.63,793207
2002-10-20,1163.79,1194.0,1164.0,1186.99,592456
2002-10-21,1190.86,1202.0,1179.0,1186.22,1592178
2002-11-02,927.17,948.0,889.0,947.27,509994
2002-11-03,943.41,943.0,927.0,931.81,576103
2002-11-04,931.81,935.0,928.0,932.19,581818
2002-11-05,932.19,940.0,932.0,934.51,3131429
2002-11-06,937.22,944.0,936.0,938.38,3574398
2002-11-09,938.77,966.0,939.0,955.0,633959
2002-11-10,958.87,970.0,959.0,965.06,647042
2002-11-11,965.06,969.0,964.0,966.22,591092
2002-11-12,966.22,986.0,966.0,985.94,439063
2002-11-13,986.32,987.0,974.0,974.34,558275
2002-11-16,974.34,994.0,974.0,991.35,820381
2002-11-17,993.67,1003.0,990.0,989.8,737342
2002-11-18,989.42,990.0,987.0,987.48,437622
2002-11-19,987.48,998.0,986.0,988.26,391973
2002-11-20,988.26,994.0,985.0,993.67,1936472
2002-11-23,993.67,994.0,974.0,984.0,488584
2002-11-24,983.62,984.0,960.0,960.8,315007
2002-11-25,958.87,959.0,933.0,951.14,477045
2002-12-01,951.52,958.0,928.0,927.55,496612
2002-12-02,927.17,928.0,920.0,927.55,570437
2002-12-03,928.71,936.0,927.0,933.35,277805
2002-12-04,933.35,980.0,933.0,965.44,587180
2002-12-07,966.6,980.0,963.0,962.74,277319
2002-12-08,962.74,963.0,947.0,954.23,192678
2002-12-09,954.23,958.0,943.0,943.41,250898
2002-12-10,947.27,947.0,928.0,939.54,677948
2002-12-11,935.67,943.0,932.0,940.31,208636
2002-12-14,940.31,950.0,940.0,943.41,262409
2002-12-15,943.41,943.0,928.0,928.71,358860
2002-12-16,932.19,933.0,924.0,931.81,224002
2002-12-17,931.81,947.0,932.0,944.57,229283
2002-12-18,947.27,955.0,932.0,951.14,8261559
2002-12-21,955.0,955.0,947.0,949.59,169054
2002-12-22,947.27,947.0,928.0,928.33,247406
2002-12-23,926.78,943.0,916.0,916.34,8691161
2002-12-24,916.34,917.0,909.0,915.57,469580
2002-12-25,912.47,940.0,912.0,928.71,430635
2002-12-28,928.71,940.0,929.0,939.54,247269
2002-12-29,936.06,943.0,936.0,939.54,468575
2002-12-31,939.54,941.0,936.0,940.31,456043
2003-01-01,941.09,947.0,939.0,946.5,794660
2003-01-04,945.73,946.0,928.0,927.94,286952
2003-01-05,927.94,928.0,908.0,908.22,330688
2003-01-06,905.13,912.0,905.0,908.22,298657
2003-01-07,908.22,908.0,902.0,908.22,126829
2003-01-08,904.74,926.0,902.0,908.61,376125
2003-01-11,908.61,909.0,896.0,897.01,196258
2003-01-12,889.66,897.0,882.0,897.01,379511
2003-01-13,897.01,904.0,893.0,898.94,208978
2003-01-14,898.94,899.0,889.0,894.3,145582
2003-01-15,893.14,893.0,882.0,885.41,273608
2003-01-18,885.41,885.0,870.0,870.72,319303
2003-01-19,870.72,878.0,863.0,869.56,267925
2003-01-20,869.94,893.0,866.0,893.14,290486
2003-01-21,893.53,925.0,889.0,893.53,353441
2003-01-22,895.46,924.0,894.0,908.61,297840
2003-01-25,912.47,924.0,909.0,924.07,301767
2003-01-26,927.55,928.0,916.0,923.3,365335
2003-01-27,918.27,920.0,897.0,916.34,240201
2003-01-28,915.57,920.0,912.0,912.47,268387
2003-01-29,911.31,912.0,889.0,889.28,912489
2003-02-01,889.28,889.0,868.0,868.78,257868
2003-02-02,868.78,869.0,851.0,854.48,657873
2003-02-03,850.61,874.0,847.0,873.81,313716
2003-02-04,871.88,901.0,866.0,889.28,450626
2003-02-05,897.01,912.0,891.0,909.77,290249
2003-02-08,908.99,915.0,907.0,912.47,877884
2003-02-09,912.09,916.0,900.0,912.47,608972
2003-02-10,908.22,912.0,898.0,911.7,303764
2003-02-15,912.09,912.0,901.0,912.47,278570
2003-02-16,912.09,912.0,897.0,912.09,223836
2003-02-17,908.61,912.0,908.0,908.61,201745
2003-02-18,907.83,909.0,905.0,904.74,376573
2003-02-19,904.35,905.0,893.0,898.94,180525
2003-02-22,898.17,905.0,889.0,889.28,300252
2003-02-23,889.28,889.0,882.0,889.28,296511
2003-02-24,889.28,890.0,884.0,889.28,526977
2003-02-25,888.12,889.0,888.0,889.28,420501
2003-02-26,889.28,901.0,889.0,889.28,2506042
2003-03-01,888.5,890.0,886.0,887.34,172341
2003-03-02,883.48,889.0,874.0,889.28,420733
2003-03-03,882.32,889.0,882.0,889.28,501395
2003-03-04,889.28,889.0,882.0,881.54,1492524
2003-03-05,881.16,889.0,881.0,884.25,196280
2003-03-08,884.25,888.0,880.0,879.61,245015
2003-03-09,877.68,885.0,874.0,885.41,203287
2003-03-10,884.25,884.0,870.0,869.94,304939
2003-03-11,869.94,870.0,851.0,858.34,195482
2003-03-12,862.98,864.0,847.0,851.0,1281668
2003-03-15,851.0,863.0,851.0,858.34,337449
2003-03-16,858.34,863.0,854.0,861.82,1528889
2003-03-17,861.05,864.0,854.0,858.34,1223268
2003-03-18,858.34,889.0,854.0,889.28,486319
2003-03-19,888.89,889.0,870.0,885.41,489780
2003-03-25,888.5,889.0,889.0,888.89,42508
2003-03-26,888.12,889.0,888.0,889.28,202186
2003-03-29,889.28,890.0,889.0,889.28,236930
2003-03-30,893.14,905.0,889.0,905.13,1350508
2003-03-31,912.47,924.0,907.0,923.69,363674
2003-04-05,923.69,931.0,923.0,928.33,299398
2003-04-06,930.26,974.0,930.0,974.34,475710
2003-04-07,1009.13,1020.0,986.0,1001.4,746992
2003-04-08,1002.17,1011.0,1001.0,1004.88,1016580
2003-04-09,1004.49,1005.0,998.0,1000.24,397610
2003-04-12,998.69,999.0,967.0,966.6,466483
2003-04-13,966.6,970.0,948.0,955.0,376443
2003-04-14,954.23,959.0,947.0,958.1,513820
2003-04-15,957.32,967.0,952.0,966.6,737777
2003-04-16,967.38,974.0,955.0,956.94,391999
2003-04-19,958.1,974.0,958.0,964.67,421754
2003-04-20,966.6,969.0,965.0,966.6,775605
2003-04-21,966.22,975.0,957.0,960.42,889798
2003-04-22,960.42,967.0,958.0,958.87,8090365
2003-04-26,966.6,970.0,960.0,970.47,1033553
2003-04-27,970.47,974.0,955.0,963.12,759971
2003-04-28,964.67,986.0,963.0,978.2,3733259
2003-04-29,979.36,1005.0,978.0,998.31,1841850
2003-04-30,1005.27,1006.0,998.0,1004.88,858654
2003-05-06,1043.16,1083.0,1024.0,1040.07,1532327
2003-05-07,1042.0,1067.0,1042.0,1059.4,1186189
2003-05-10,1065.58,1112.0,1062.0,1112.37,414467
2003-05-11,1132.47,1168.0,1121.0,1157.99,1742170
2003-05-12,1157.99,1171.0,1154.0,1156.06,2437335
2003-05-13,1155.67,1160.0,1122.0,1144.46,1386669
2003-05-14,1137.11,1144.0,1123.0,1139.43,5565656
2003-05-17,1137.89,1138.0,1117.0,1121.26,3922934
2003-05-18,1120.49,1129.0,1083.0,1129.38,421114
2003-05-20,1128.99,1137.0,1126.0,1131.31,2452913
2003-05-21,1131.31,1160.0,1129.0,1159.92,9268072
2003-05-24,1161.08,1218.0,1160.0,1217.92,580161
2003-05-25,1278.62,1279.0,1279.0,1278.62,154000
2003-05-26,1342.42,1342.0,1342.0,1342.42,222443
2003-05-27,1409.31,1409.0,1347.0,1350.15,4447933
